Estimated_Fitness,Likelihood_Log,Estimated_Mean_Fitness,Estimated_Read_Number
-0.08311510036093722,-12.318399225705944,,[50.         33.65042264 11.92483533 10.35971334  6.26956817]
0.03084224896093834,-14.408793267966761,,[36.         35.04391812 43.1203261  34.3758196  32.97574169]
-0.03558921522099042,-14.79946997617491,,[56.         44.20479157 48.17618171 37.16746679 18.71818677]
-0.011478035076976527,-17.934933968643975,,[63.         53.75272166 32.75547358 34.76567944 10.11608267]
-0.0102938981481163,-15.72066772148,,[55.         47.10414973 49.74023783 30.24401081 34.81465866]
-0.09702406752154047,-11.776571376633314,,[37.         23.72661328 19.56838967 13.35488529  8.14609952]
0.15303086316357814,-18.083514824013832,,[ 36.          49.77972338  87.11427343 146.49207755 168.630798  ]
0.025475140885972827,-15.453893776433128,,[41.         39.26189366 54.67323174 52.89267347 35.68325694]
0.10048824485106936,-15.57943788351536,,[36.         43.02037221 58.8167514  72.49778931 77.92679465]
0.08302816539752993,-15.887410975771179,,[52.         59.10344471 77.20010787 83.36289092 84.70646284]
0.08818310004452459,-16.406050956142128,,[45.         51.91405685 72.67947728 83.56814073 59.59731779]
-0.006113208335857351,-14.593335147698934,,[61.         52.94049151 40.15275589 33.79129905 27.92969258]
0.1927193646789044,-16.299741384791602,,[ 40.          61.47791651  98.34037785 128.03398858 164.00387878]
0.06567939491159029,-16.255405328378913,,[46.         49.70243634 74.45215154 81.20377828 59.47817407]
-0.10067064504867537,-13.888778196433954,,[38.         24.0579771  20.56595196 12.03852014 11.79567006]
-0.08063430640835606,-14.292221426461674,,[60.         40.72673915 28.06319058 12.29239996 12.07180213]
-0.011711403182409312,-15.014226669383238,,[51.         43.48177955 33.57039811 40.1438273  25.99345802]
-0.043418295609038614,-13.793301444478143,,[40.         30.77386758 18.93308848 20.89881407 14.98560739]
0.014437132847834454,-14.83351593722234,,[50.         46.27912492 32.80023848 31.00952804 30.57061431]
-0.0375818042753795,-14.698347922083759,,[59.         46.27029162 27.79150669 23.43378619 23.24570351]
-0.06568417210129918,-12.923311300207105,,[46.         32.85568035 20.38966063 12.93483601  4.83912728]
0.06334960313962139,-16.06601536879755,,[50.         53.65477337 77.11175495 68.98823077 49.9833632 ]
-0.006724872372106977,-15.082535226026655,,[50.         43.30985779 40.07504123 37.64751275 34.47775952]
-0.12442332450833621,-10.541212825654473,,[51.         29.6651855  18.32256357  8.42704229  3.9408627 ]
0.08288377765922614,-15.657600449635318,,[52.         59.07875095 63.74735701 78.18435393 72.16284544]
-0.12391705931943986,-13.87937730556519,,[47.         27.38861148  6.88355474  7.38717677  2.96106426]
0.050033633456259795,-15.835806830339209,,[59.         60.85796708 48.73781255 45.7656682  43.67770981]
0.0007667739668033996,-12.765712914778632,,[39.         34.58990199 31.43015999 12.84940463 10.51567572]
0.1082454600215941,-16.292160012430955,,[59.         72.07370449 80.56733575 80.74692481 81.7290309 ]
-0.03967832997800965,-14.220677953099647,,[44.         34.270266   37.56818773 29.62050016 14.51148658]
-0.052233387289498674,-13.343259257868283,,[50.         37.36043971 37.51211207 19.62087047  8.22639865]
0.0019811885336491475,-17.87377650061626,,[38.         33.83180658 50.831035   35.47092936 42.22348196]
-0.03224195227213319,-13.527865431345344,,[56.         44.69010513 38.49273731 20.95557807 10.81353666]
0.12117087952783742,-17.727790811555206,,[ 52.          65.87067744 117.21306068 142.2292008  151.26286566]
-0.060574077323486304,-13.887226508982865,,[59.         42.87277316 29.32734767 22.37107119 18.4618511 ]
-0.08127150293444,-12.578119854315101,,[58.         39.28303335 26.00165524  7.359301    5.73589836]
-0.0643901034545076,-14.574843221312573,,[61.         43.76026768 24.00979315 22.08550582 19.44126581]
0.07350325997003282,-15.814607183751647,,[60.         66.33364048 71.82669514 65.06901569 58.0495285 ]
0.18145710778717494,-16.905429653098214,,[ 56.          83.55708029 126.31445335 179.69052119 216.08059367]
0.021678959896273393,-15.143373903351836,,[48.         45.43254217 48.44941206 45.42343454 43.28565421]
0.01906353258685925,-14.343439363454117,,[55.         51.64042063 36.04550008 16.15321527 15.10793499]
0.005973409558036977,-15.352232938499457,,[58.         52.28793755 55.90793277 55.50865819 32.82966104]
-0.272424628208843,-6.938139982896121,,[38.         12.2543671   5.71398586  1.4600092   0.54621259]
0.053640026254433544,-15.558616622312453,,[58.         60.47373605 65.68680631 65.14276606 47.68227753]
0.2016226154656227,-17.673119771453155,,[ 35.          55.05635899 108.39190503 175.19546188 186.50561151]
0.20770816800749478,-17.379900924570755,,[ 56.          89.48967982 155.73258352 228.62320697 284.20299272]
0.021102876534090105,-15.48045415746989,,[52.         49.13141935 66.03492399 47.05404405 36.80766127]
0.07442843556033199,-16.00394893443591,,[51.         56.53609855 58.92624751 65.24501182 76.98284137]
0.12328431780443161,-16.639514051883612,,[ 65.          82.82504186 111.63430697 109.61000838 130.57441916]
-0.08994731885743859,-11.056624782687251,,[32.         21.03313304 18.11637862  8.92737027  6.12309645]
-0.03251022635223378,-14.219426251509512,,[60.         47.84044101 37.67424242 25.26912866 18.23190768]
0.20655731726339457,-17.055120086581905,,[ 52.          82.85075352 138.01781818 183.2209532  256.37232669]
0.018291969078119964,-18.40108771122007,,[60.         56.20104564 55.32275031 18.65924747 13.48548256]
0.1256938079684787,-16.491612186809117,,[44.         56.44336842 59.34955564 75.50086061 69.52878592]
0.038253905991836895,-14.836949481419714,,[43.         42.81058418 48.02176798 49.5819595  43.00087566]
0.0640353083669245,-15.431696993165339,,[57.         61.29025622 58.21550073 62.31245377 61.92270489]
0.012812984358212987,-14.869746284634191,,[58.         53.41402584 49.85966712 45.86361746 40.55599745]
-0.0057690774009840975,-16.74191593029611,,[68.         59.07995839 31.64407161 26.74782563 12.50848218]
0.010131108739910168,-17.459179435778115,,[61.         55.71042373 30.56644351 42.17500095 45.63342473]
0.109699863768569,-16.400588352110944,,[ 62.          76.05011572  90.55841646  98.84995925 119.4621853 ]
-0.0038586864796828074,-15.026008785031538,,[58.         50.69704827 42.16092467 45.90510366 29.610047  ]
0.004134977822941928,-15.065585119601524,,[61.         54.67700851 44.11682822 40.58104375 39.47323125]
-0.027598953595840144,-15.161012979590364,,[60.         48.60980053 53.43265543 29.34343002 25.38626081]
0.03489979284316169,-14.913478347041151,,[30.         29.56585956 38.80508265 23.20175845 29.21202907]
-0.3373539005516503,-7.443749128231964,,[65.         15.52041479  2.82052907  0.64861878  0.40443095]
0.09046854899751358,-17.62576773840349,,[64.         74.32032271 56.01225526 64.14100287 85.56010133]
0.035118108098791866,-15.249199623294611,,[56.         55.22617988 50.48003952 37.50460232 39.25357887]
0.0782371127908128,-16.604026411821536,,[54.         60.5295633  59.58362301 86.27222618 76.89236602]
-0.055630727255036795,-14.009379159421353,,[58.         42.84990967 38.54403289 26.75840402 12.51342911]
0.11036526005331429,-17.26593961961574,,[ 52.          63.90378969  77.42168353 115.7270567   94.70852817]
-0.044811661947544164,-15.17275588491777,,[57.         43.65166798 19.60011873 17.33581623  7.78272452]
-0.10561481123756486,-13.276732393001197,,[53.         32.97439685 15.31088752 17.46388983  8.43034598]
0.17708160759501326,-17.81899218534381,,[ 56.          82.59448204 111.79261078 117.5232999  183.61356659]
0.08385495902457711,-16.015459608573572,,[52.         59.24497874 60.56215644 51.58180163 53.06831749]
-0.24839236118177488,-9.251747162578901,,[55.         19.68091022  9.86279233  3.88814126  1.21217942]
0.20641247713992195,-17.69500983681906,,[ 53.          84.41241346 167.75427335 219.20594793 296.74099843]
0.20407853243443694,-17.28751552347354,,[ 57.          90.23628921 127.78491568 170.58138312 248.02903586]
0.02686001664964151,-14.291942767550307,,[45.         43.27544276 42.59914539 36.5726639  30.94831636]
0.016316602632118767,-15.150945663013452,,[38.         35.37739907 50.40392539 38.77737744 22.86465889]
0.004344649907504779,-15.449854656433205,,[62.         55.60986066 57.3895528  51.97785935 28.10517322]
-0.09949789927845254,-11.35308465428525,,[47.         29.87882989 24.40561193 10.36135446  6.46057836]
0.06997013731922491,-16.57755737162327,,[61.         66.7456318  85.09018565 99.07664952 71.35233064]
-0.0952481114117229,-12.59810635599481,,[36.         23.22924391 23.50139619 17.52799039  6.01104091]
0.23760257559477158,-18.399034618812763,,[ 55.          94.8554904  164.67621825 259.23054354 427.94881622]
0.10028488543804417,-17.568426583105172,,[46.         54.93866583 96.40365409 71.3744066  78.8931514 ]
-0.07199938746274331,-14.019390523803754,,[58.         40.5490537  29.59242476 25.95463256 15.39396528]
-0.051418459650215374,-15.239893747560254,,[47.         35.21415408 42.03912077 17.63888174 15.86294563]
0.012792696128197757,-14.11244958753193,,[48.         44.20192704 28.10095157 13.34130298 14.81760426]
0.011373088960013905,-16.058216160828234,,[40.         36.67284613 54.14959863 50.63989054 25.62258778]
-0.015064524557523433,-16.802750133203418,,[47.         39.64499602 33.2131356  17.56696172 32.86039482]
0.01638662850863282,-15.034357949364262,,[54.         50.28403584 55.91464462 39.62894618 28.38986276]
-0.11797805011567675,-12.016973966609882,,[48.         28.57633976 22.26939029  7.00788577  5.04184846]
0.08818417062391795,-16.468198953714406,,[50.         57.68246322 48.83167434 66.8547187  59.59750152]
0.24787704178149675,-17.569324235084018,,[ 51.          90.25258728 165.49026693 275.61079878 400.1521649 ]
-0.021474739047398377,-12.43214583625893,,[47.         38.83819049 26.8432092  14.21651111 12.59673693]
-0.21763868009574422,-12.29876891253995,,[78.         31.72431188 14.01280308  8.83867465  5.16670055]
-0.03727883847599959,-16.217126924131076,,[49.         38.4660117  27.04633919 28.4327829  31.24664276]
0.0747761595908498,-15.169189197559408,,[46.         51.04510657 61.17073189 57.27293469 61.08492777]
0.15248489146190308,-18.23403689677589,,[ 55.          75.9398447  129.11895038 176.28056185 224.50843821]
0.014144874543827325,-15.859237239958386,,[47.         43.46298753 33.68083175 44.37883377 25.84402081]
-0.12418941253053686,-17.77426065927086,,[55.         32.01894971 21.20339887  8.43417627  7.88839774]
0.005209300588306237,-14.071949379641222,,[50.         44.96821057 36.29767643 27.68807845 13.70984458]
