97,123,166,131
88,84,45,36
50,61,57,21
85,73,62,42
83,72,47,26
73,78,67,57
66,77,55,49
74,74,96,59
71,93,186,129
64,77,98,45
92,108,99,79
75,65,54,21
61,87,105,69
81,89,155,102
47,61,173,142
82,67,43,16
70,60,57,12
77,57,20,15
74,63,27,11
97,99,235,228
61,59,47,18
89,71,45,29
77,67,23,8
75,93,62,55
97,57,31,22
86,101,161,130
58,23,23,6
85,82,88,53
95,54,15,7
72,61,47,25
66,59,37,15
113,83,36,25
85,122,108,71
73,74,80,51
65,79,48,33
80,50,65,28
78,37,13,2
77,83,54,40
61,71,70,72
69,70,69,43
65,80,93,81
74,86,90,80
72,63,67,39
72,52,27,15
73,103,131,89
58,80,52,29
84,81,87,59
83,53,41,18
96,51,73,31
48,35,12,9
72,71,175,130
76,83,128,121
95,65,13,12
64,55,38,24
95,111,115,99
109,136,289,344
68,65,89,49
68,58,52,36
81,87,106,87
60,81,78,69
84,59,62,36
75,78,52,35
75,123,155,131
85,44,9,4
94,84,73,68
65,43,73,32
72,52,32,19
68,64,43,43
76,75,60,39
67,73,56,26
65,104,215,203
67,72,69,50
58,71,83,40
81,45,72,13
75,98,108,65
88,78,83,51
84,73,67,39
62,68,30,10
70,77,69,29
58,70,23,7
81,61,61,23
78,103,167,153
83,82,101,68
71,110,225,164
93,70,61,25
70,71,190,163
64,63,91,43
62,73,47,10
93,80,79,40
70,102,94,84
69,63,48,15
107,82,48,32
75,51,21,10
72,75,111,79
69,83,75,38
85,76,75,43
65,72,60,56
56,76,59,64
59,69,83,69
77,92,118,98
54,51,57,31
81,94,98,55
66,85,104,52
60,33,13,14
60,64,26,6
81,75,24,10
93,82,61,39
70,80,80,64
75,94,91,51
57,112,156,167
87,76,37,23
56,44,24,6
85,79,106,99
70,82,66,35
90,58,27,11
67,82,131,91
65,49,54,23
60,70,80,45
98,85,47,21
67,73,89,45
76,91,103,81
92,95,68,41
89,84,71,44
68,48,38,19
84,80,38,20
68,61,48,12
84,87,45,20
56,41,18,4
62,55,24,6
79,70,107,49
68,64,57,30
71,63,68,49
74,102,68,48
84,84,36,17
86,74,58,37
81,53,58,49
81,86,126,95
93,68,90,63
64,89,153,102
65,107,207,145
95,77,56,31
68,78,63,55
54,79,64,42
99,92,55,40
93,82,114,40
97,72,33,15
73,69,61,34
81,82,68,25
70,57,16,6
65,62,42,17
63,81,102,87
71,107,178,121
90,95,61,42
59,74,74,27
73,83,174,164
66,61,28,15
66,52,55,27
73,84,118,86
61,120,143,94
58,72,148,68
76,61,73,46
67,56,25,7
61,96,75,53
65,108,173,139
63,63,70,47
97,63,35,23
70,51,26,10
64,82,82,53
81,65,60,37
62,105,146,87
69,65,44,29
72,106,94,53
79,85,100,65
102,84,127,83
81,50,21,14
74,93,90,50
55,47,15,3
80,59,58,41
68,71,32,13
74,62,48,38
62,82,49,25
88,71,52,38
79,79,40,21
74,100,156,102
49,93,206,163
70,43,19,15
74,91,252,205
44,39,24,12
62,60,52,42
81,72,66,30
66,71,94,64
63,86,123,80
91,102,79,45
68,73,25,17
90,80,98,69
79,88,103,79
88,109,137,86
66,57,33,14
74,59,36,24
79,57,80,30
82,66,71,32
74,95,155,129
76,62,65,27
71,60,34,21
60,80,79,57
73,97,67,33
62,87,110,75
63,71,57,40
66,59,39,25
63,65,59,56
67,84,97,64
89,81,32,10
82,92,96,73
75,68,95,48
62,49,44,20
77,104,106,79
71,85,88,59
51,66,114,73
68,84,64,21
68,72,65,41
74,69,51,29
91,54,28,6
67,84,98,70
84,71,113,76
72,128,211,194
70,66,40,29
79,94,98,72
63,77,92,55
72,63,95,65
69,88,67,40
75,62,51,15
66,79,140,121
72,58,29,16
67,105,147,82
81,87,55,19
60,59,52,26
94,81,65,43
82,94,117,95
89,53,28,12
92,79,69,41
81,71,40,34
71,58,64,27
86,99,93,82
82,44,66,31
88,74,60,25
73,62,56,26
68,58,55,28
55,49,23,11
75,85,149,116
69,46,17,5
69,80,112,124
62,82,62,44
80,53,31,10
59,73,138,83
95,58,21,5
57,56,65,41
85,82,48,24
90,86,89,50
108,71,54,26
83,80,62,22
81,74,60,30
93,114,107,76
83,55,49,26
64,83,132,94
99,99,83,61
76,33,22,8
79,69,99,64
64,77,34,17
52,89,93,82
57,49,33,7
69,59,53,40
81,61,33,9
94,74,61,30
85,91,123,99
69,92,73,66
60,61,72,27
61,55,77,38
57,67,30,10
70,55,37,13
68,65,54,21
86,134,151,117
68,89,101,69
94,90,80,52
50,62,93,75
73,65,125,95
85,91,115,74
81,80,55,36
81,79,65,34
86,70,42,20
58,56,27,26
78,85,92,69
83,72,73,42
66,95,172,123
81,57,65,43
99,129,169,113
62,68,59,49
66,67,65,56
99,124,192,163
84,102,135,121
66,80,32,29
89,71,76,45
73,50,67,28
79,42,30,21
86,49,49,14
77,72,57,49
62,69,93,57
87,64,64,43
80,82,83,51
77,82,127,91
91,54,17,14
75,74,65,37
108,113,117,73
83,78,71,48
84,71,74,57
48,68,63,44
67,76,115,60
69,59,26,13
81,72,50,18
69,74,90,56
77,45,21,6
104,73,48,25
105,98,123,94
71,57,17,5
83,75,108,81
66,64,55,35
58,76,43,38
75,72,88,38
71,54,48,10
82,85,85,35
72,79,71,36
69,65,52,15
72,66,52,48
81,93,161,115
92,48,24,17
76,76,90,49
110,80,118,81
66,57,60,28
85,47,21,9
87,71,74,41
108,94,83,38
66,100,124,104
90,99,105,88
100,80,49,29
73,99,159,138
65,93,88,58
80,50,60,53
64,43,22,7
97,93,125,80
92,62,49,27
88,71,61,23
73,133,226,157
87,128,192,141
64,68,51,26
93,88,78,51
69,65,91,82
72,104,114,70
88,85,62,36
79,78,96,60
63,69,25,17
78,77,51,35
72,53,65,38
65,63,57,35
76,71,73,22
98,106,167,103
60,86,157,112
60,50,69,40
67,97,89,64
112,116,119,60
62,72,81,56
83,73,38,19
64,55,29,18
66,51,39,17
75,54,26,6
85,91,64,40
87,54,42,14
73,73,71,43
84,53,7,3
78,49,16,19
48,88,67,32
86,110,188,174
59,90,105,63
71,75,82,49
62,69,116,70
76,69,77,66
63,63,52,45
77,67,43,30
78,56,39,22
74,43,39,16
81,89,70,51
89,79,71,30
70,73,87,38
79,77,39,25
62,65,56,24
75,45,22,5
92,82,74,54
65,60,49,31
51,45,54,26
92,95,57,26
69,61,40,24
61,48,32,9
93,98,80,52
76,38,37,17
80,70,33,13
53,43,17,4
67,70,101,71
74,92,116,61
120,74,43,31
80,89,85,46
90,62,49,26
84,86,64,42
66,73,45,24
67,116,217,183
73,96,73,26
81,83,136,88
94,102,187,146
79,74,37,26
85,120,128,100
60,72,28,21
87,75,72,40
78,77,34,26
70,82,57,29
54,62,36,21
62,82,51,27
64,82,68,58
82,91,93,78
80,55,41,29
105,102,138,94
61,70,92,42
85,65,44,34
76,65,61,34
85,76,97,81
66,89,104,74
89,69,30,13
66,77,51,36
81,78,46,37
62,40,19,7
62,75,56,38
84,54,7,8
74,104,127,101
59,55,33,11
82,46,32,16
61,76,36,35
84,78,63,34
93,103,177,115
73,72,49,24
55,94,132,121
67,56,32,18
77,105,94,83
89,77,78,54
78,82,72,38
81,69,88,37
81,75,61,40
71,80,48,29
54,47,29,15
111,76,71,56
80,84,77,43
63,75,36,17
76,106,177,184
99,79,110,85
67,93,146,94
58,64,38,37
70,88,119,77
83,56,26,17
78,63,28,15
64,73,71,41
84,103,99,80
63,69,83,64
69,86,127,92
73,62,33,21
77,106,106,83
74,70,33,18
95,54,41,23
86,56,40,15
90,59,15,9
89,69,26,23
75,66,90,64
77,106,178,148
88,82,63,27
93,72,46,26
52,66,97,86
79,83,64,33
70,126,134,99
58,73,95,50
76,60,69,31
89,135,252,186
72,55,55,29
72,33,28,11
55,58,59,55
67,81,79,63
85,76,62,33
111,77,39,24
103,102,114,72
100,99,146,90
65,69,55,25
86,64,35,13
94,67,50,16
63,65,72,48
57,41,18,21
88,90,92,76
49,67,20,13
53,40,28,24
69,69,64,49
78,63,104,71
53,66,86,56
74,73,69,50
75,64,29,12
82,89,76,36
67,58,41,27
82,74,76,62
85,75,88,44
50,88,115,76
75,72,63,44
72,58,73,39
76,63,68,29
96,62,37,24
70,69,52,57
81,95,139,88
94,54,21,14
86,105,137,107
82,108,170,111
92,48,46,14
81,81,60,33
60,52,26,10
59,56,38,8
72,105,259,215
83,75,67,31
83,76,48,19
82,55,40,23
79,65,18,14
66,63,82,60
82,67,58,22
76,83,87,46
55,57,36,27
70,111,147,82
69,88,73,58
78,104,139,93
63,55,38,22
61,62,38,39
65,66,106,76
71,77,55,36
68,73,54,37
70,73,73,30
74,102,123,89
60,59,74,32
72,86,86,62
96,55,20,6
86,56,62,31
60,92,71,47
80,71,73,31
57,95,79,46
50,78,68,54
66,103,71,52
71,71,48,27
63,46,25,13
77,70,57,32
74,130,125,70
83,78,58,46
54,78,80,66
71,81,104,71
77,69,71,37
64,75,65,50
73,53,36,17
91,61,53,30
72,98,145,112
68,53,32,19
63,68,54,42
87,55,57,26
53,68,67,36
87,77,76,67
69,84,90,59
84,69,69,37
55,110,158,118
80,83,59,45
55,43,17,14
98,51,46,42
92,100,111,68
76,64,80,65
79,96,119,93
65,82,89,60
83,38,18,5
77,64,69,56
74,102,172,125
86,84,156,122
61,87,79,58
82,56,55,36
88,79,69,71
80,116,118,94
62,57,53,16
84,57,32,9
63,62,35,20
81,66,95,46
69,96,144,100
64,85,114,82
71,45,28,8
74,67,105,85
88,67,21,13
71,75,141,103
80,84,92,61
78,75,84,61
84,79,98,74
60,76,73,56
87,73,53,15
84,54,17,8
62,56,52,36
73,98,127,99
55,75,48,28
81,77,77,49
59,73,58,41
66,113,104,71
64,39,23,13
86,52,27,12
73,77,70,61
60,58,46,15
80,91,72,35
76,34,8,6
90,78,86,56
79,65,51,16
76,94,116,92
87,86,93,55
122,82,48,27
87,122,130,117
68,84,71,26
65,63,37,18
77,72,87,57
63,60,35,28
89,64,29,15
74,88,115,102
72,78,70,44
58,58,74,43
76,52,42,18
73,60,33,10
76,74,51,32
72,80,69,56
93,92,118,70
85,102,55,47
77,89,83,55
73,64,22,6
82,116,181,147
92,113,151,102
58,50,35,13
58,78,62,38
68,79,65,50
62,74,73,39
60,75,69,56
70,17,7,4
76,98,133,102
70,100,86,59
91,66,51,22
51,88,64,51
53,69,45,21
74,41,32,19
60,73,34,19
71,39,19,7
71,109,106,72
63,67,89,51
49,71,123,95
74,71,34,33
99,66,68,45
52,61,52,26
74,82,70,44
51,63,68,41
79,50,53,19
87,80,102,53
69,80,120,110
60,57,28,15
70,77,34,16
87,115,66,53
77,51,35,17
65,45,20,11
65,61,53,26
74,51,36,17
87,73,79,50
72,48,41,31
79,81,108,52
71,85,80,43
87,128,331,295
95,117,137,94
95,86,77,68
78,58,56,14
73,95,124,83
78,82,69,48
85,44,15,11
78,51,18,4
65,83,109,83
64,45,42,19
74,68,21,22
88,74,79,53
69,93,94,75
74,69,74,62
85,111,218,203
65,61,55,42
58,56,38,22
95,86,86,60
81,79,36,22
81,63,41,25
88,108,140,90
101,89,87,51
56,90,75,71
71,84,103,52
62,52,55,18
84,89,72,41
77,67,32,23
63,62,36,15
77,97,68,37
62,75,73,43
86,96,59,47
99,82,116,72
84,106,199,140
58,53,36,11
82,86,93,77
76,99,123,68
91,104,191,130
59,78,56,50
63,71,76,66
76,65,24,5
71,78,64,32
73,56,22,2
78,79,55,21
67,112,131,104
67,58,31,19
74,85,128,101
64,87,105,95
83,54,48,13
66,65,59,25
88,67,57,27
80,107,195,149
73,122,228,251
61,84,87,65
73,86,111,83
67,57,32,20
67,82,100,54
66,50,51,20
87,66,82,39
79,76,83,43
68,72,50,39
43,40,42,25
63,55,28,13
76,96,141,131
99,104,121,77
67,90,50,31
75,51,40,17
69,26,8,3
92,71,56,30
70,85,59,48
65,92,159,126
66,64,42,16
73,62,31,32
63,52,35,11
70,83,48,23
90,64,35,19
70,70,118,71
66,112,158,127
82,70,39,31
87,100,212,138
82,102,124,116
68,49,34,12
76,82,60,30
66,80,41,36
60,64,92,55
69,75,91,52
38,86,64,41
80,42,32,35
73,66,51,28
66,107,109,103
70,72,70,37
81,105,127,97
71,68,87,55
48,83,72,57
69,62,24,14
63,91,110,71
74,83,119,90
83,66,72,32
67,91,106,76
65,49,55,26
75,70,53,28
78,48,26,11
67,88,81,51
61,60,26,24
72,69,48,7
58,63,51,26
82,104,123,101
62,89,49,22
79,94,110,78
77,69,115,92
80,94,90,70
73,56,47,21
73,93,81,52
80,112,130,95
70,113,177,135
50,52,42,19
83,52,57,34
80,83,52,31
62,65,39,28
72,61,25,15
76,85,54,30
75,67,36,22
88,58,89,56
90,75,56,27
73,72,66,44
86,125,253,199
64,43,31,13
74,74,59,22
65,56,60,45
75,79,77,59
67,56,14,11
64,106,170,147
70,56,23,17
77,102,185,136
56,62,33,4
67,64,94,35
43,72,43,34
70,76,60,46
77,97,85,50
83,59,48,27
78,66,80,58
90,60,39,13
80,74,102,70
75,107,103,69
85,78,48,27
84,72,52,20
80,85,117,62
68,118,190,190
79,77,72,37
77,85,80,59
65,72,97,62
56,65,60,34
88,55,66,52
82,86,104,65
105,108,71,54
89,95,50,27
68,64,46,33
64,66,52,34
72,85,102,53
111,70,55,17
85,85,100,48
72,87,56,30
85,112,166,110
80,46,42,24
67,45,29,15
92,69,44,21
67,81,67,39
74,70,34,19
61,58,75,31
75,48,55,37
56,61,21,17
92,84,77,61
71,59,30,9
74,73,38,35
70,90,78,23
83,45,11,4
57,69,18,12
88,79,94,59
94,65,50,22
84,108,115,75
93,109,81,50
102,78,91,57
74,62,58,35
67,67,35,15
76,64,34,24
76,112,218,169
91,96,121,107
66,70,67,46
84,66,41,11
62,76,116,66
68,116,205,219
82,78,63,19
79,65,107,65
72,51,48,26
56,77,89,49
83,83,55,23
65,65,56,32
64,66,50,40
91,101,92,44
85,67,63,40
83,76,42,22
90,107,102,97
89,93,166,156
66,80,115,74
81,87,58,21
65,60,109,85
101,122,158,98
88,40,15,6
59,44,24,24
73,68,72,32
90,85,116,80
71,44,36,17
52,81,110,82
81,62,70,26
71,92,119,96
64,48,48,33
68,73,97,49
66,78,48,30
93,94,85,56
76,96,197,171
70,84,88,40
97,78,50,40
60,88,90,48
70,59,50,22
98,92,127,79
80,45,22,10
80,67,50,26
87,143,289,250
86,95,106,77
67,85,36,15
115,91,70,77
68,67,68,34
73,47,22,6
72,94,94,62
70,52,42,27
73,52,45,20
90,72,64,31
83,90,84,59
79,76,98,61
67,72,74,34
79,70,58,48
65,67,77,62
62,59,45,24
76,52,49,21
76,78,74,40
70,86,107,55
53,70,55,36
89,71,52,27
72,80,90,66
94,99,64,31
73,70,81,44
79,73,49,39
69,91,93,85
76,79,46,33
70,80,123,52
76,67,30,24
79,71,53,19
65,58,41,16
84,91,68,47
66,54,42,30
74,40,21,3
74,54,26,12
59,62,22,9
72,49,56,17
73,79,81,65
70,53,13,6
91,57,43,20
68,72,73,32
76,58,46,20
70,34,9,1
76,108,104,81
42,62,39,28
66,79,61,23
78,50,48,23
58,80,33,19
61,73,87,76
76,81,102,74
86,82,47,21
71,68,82,36
68,89,97,93
62,77,82,34
73,108,106,76
52,30,34,9
87,87,57,36
75,34,19,2
69,80,68,32
97,104,123,103
91,103,89,60
81,70,85,58
74,35,10,6
77,93,56,57
67,91,71,54
66,77,72,43
73,70,66,23
69,128,302,312
84,40,23,8
73,96,133,91
63,62,72,34
66,52,21,5
78,109,202,155
62,58,75,33
101,102,167,113
83,72,61,35
91,65,37,23
77,73,76,46
76,107,162,98
60,65,43,40
79,77,89,48
56,87,129,89
76,68,26,13
78,74,55,35
91,92,101,105
74,57,39,32
81,97,119,108
62,88,41,45
97,77,29,11
84,43,33,21
89,79,73,33
80,91,68,37
64,65,62,32
70,93,77,32
74,57,38,25
101,70,55,29
74,58,53,30
79,72,71,44
89,91,66,37
68,81,84,42
80,75,39,20
88,84,93,40
95,41,7,7
78,93,66,46
77,70,30,19
48,72,62,34
81,126,150,109
53,64,38,18
79,93,92,75
77,75,31,27
74,54,35,19
63,74,54,31
72,99,113,98
67,91,137,110
56,39,20,2
98,55,39,17
77,78,105,82
70,70,46,42
67,65,32,17
99,98,65,39
84,68,41,18
77,49,12,8
86,88,67,52
65,55,78,59
81,131,168,122
81,89,111,80
74,76,66,23
77,84,74,44
59,100,87,86
107,74,56,23
62,97,129,91
62,72,45,25
73,86,122,73
82,55,22,18
98,36,5,1
76,85,87,47
63,97,94,54
111,64,93,71
73,76,34,22
59,78,70,49
86,91,125,63
80,44,31,17
77,75,87,48
76,74,70,52
70,74,49,36
60,61,31,19
83,49,23,15
73,92,127,100
54,78,101,61
56,80,50,25
68,71,77,60
97,102,99,96
71,54,16,4
61,81,68,44
83,80,92,57
64,46,26,16
52,78,121,73
79,69,34,10
61,84,88,57
90,68,24,7
82,78,77,45
92,87,57,40
78,86,129,89
62,92,130,103
70,77,51,26
82,71,52,27
68,56,68,16
83,39,11,6
81,114,129,103
61,56,66,33
70,83,90,44
65,84,60,19
68,82,85,67
59,90,128,103
92,73,88,40
58,53,59,32
71,70,25,27
79,71,60,28
81,113,61,39
63,64,76,26
94,36,8,4
70,123,150,182
73,72,69,45
72,71,93,53
76,76,42,30
64,71,61,26
71,98,85,60
77,83,148,114
65,118,168,130
71,92,78,51
64,91,101,91
72,46,17,6
96,96,80,69
91,67,38,20
77,98,118,77
81,90,42,34
77,101,197,167
52,52,50,34
75,82,82,54
80,105,147,111
67,69,24,20
80,57,70,28
75,56,38,25
82,77,30,16
59,80,60,35
67,46,38,12
76,68,106,63
76,79,85,69
52,49,43,15
66,85,54,34
75,53,58,25
64,58,49,14
63,56,86,45
64,127,186,132
65,103,99,81
106,70,51,37
73,57,30,28
78,55,44,19
76,86,79,36
87,62,32,8
80,61,89,35
55,69,40,18
60,44,23,9
54,69,34,32
86,53,60,32
85,102,52,28
67,62,42,23
74,56,37,12
77,79,32,18
71,95,100,62
84,83,45,31
72,80,62,48
101,83,79,42
61,61,58,35
97,91,59,32
102,96,38,18
103,104,148,129
80,60,18,7
73,49,24,9
61,73,89,51
77,94,107,62
86,144,133,102
82,81,82,42
63,84,70,29
99,115,136,92
78,74,56,31
106,72,100,74
87,64,40,13
59,45,17,3
74,45,22,13
72,73,73,40
67,69,14,8
76,48,31,30
86,73,40,26
62,59,21,13
63,56,25,8
70,63,83,54
74,76,53,41
79,77,65,39
75,39,5,0
86,83,97,50
78,98,149,133
64,51,19,19
63,61,49,25
78,79,57,45
67,104,185,168
74,91,61,40
55,53,39,22
66,68,77,63
62,65,54,44
78,86,89,53
74,35,21,9
63,78,40,25
71,52,50,38
102,98,108,69
55,54,22,17
83,83,79,59
91,86,102,53
63,56,29,14
76,118,127,79
76,69,68,36
66,132,116,100
88,55,43,11
94,101,111,54
77,106,152,113
49,83,70,37
65,81,172,162
83,61,32,42
59,74,105,71
72,90,123,100
92,88,101,64
74,71,42,31
57,55,37,31
96,102,123,105
91,68,76,43
64,96,149,115
81,104,127,76
82,68,44,14
79,117,150,157
80,90,112,80
76,72,65,28
81,79,55,42
83,38,23,9
61,75,86,53
67,49,63,34
69,63,78,25
70,66,24,10
81,64,53,20
94,81,40,24
69,85,47,38
110,76,71,58
79,86,68,45
45,95,136,112
62,74,60,25
82,87,52,17
83,73,110,84
95,94,78,50
62,88,88,52
76,54,36,14
103,69,49,28
95,103,59,48
97,119,138,88
63,85,95,57
83,45,14,5
93,89,51,31
92,142,165,135
67,62,55,35
57,71,48,27
56,46,34,33
92,103,132,135
73,113,248,198
74,90,124,94
72,63,62,39
71,81,97,87
82,48,13,14
81,52,18,8
77,81,63,33
81,128,181,158
50,97,107,60
